filename,station_name,n_years,completeness,longitude,latitude,country
crms0065-crms0065-usa-crms,crms0065,18,0.9702,-90.811,30.12192,USA
crms0086-crms0086-usa-crms,crms0086,19,0.9246,-89.63324,30.31791,USA
crms0089-crms0089-usa-crms,crms0089,19,0.9515,-90.58307,30.13183,USA
crms0090-crms0090-usa-crms,crms0090,19,0.9377,-90.56128,30.15933,USA
crms0097-crms0097-usa-crms,crms0097,19,0.9319,-90.65826,30.1582,USA
crms0103-crms0103-usa-crms,crms0103,19,0.9311,-90.25928,30.3978,USA
crms0108-crms0108-usa-crms,crms0108,19,0.9233,-89.41592,29.95506,USA
crms0114-crms0114-usa-crms,crms0114,19,0.9407,-89.91673,29.75912,USA
crms0115-crms0115-usa-crms,crms0115,10,2.5676,-89.91673,29.78089,USA
crms0117-crms0117-usa-crms,crms0117,19,0.9408,-89.91673,29.80992,USA
crms0118-crms0118-usa-crms,crms0118,19,0.9474,-89.54172,29.37444,USA
crms0119-crms0119-usa-crms,crms0119,19,0.9495,-89.63548,29.47605,USA
crms0120-crms0120-usa-crms,crms0120,19,0.9208,-89.85423,29.84622,USA
crms0121-crms0121-usa-crms,crms0121,18,0.9761,-89.82298,29.69379,USA
crms0125-crms0125-usa-crms,crms0125,18,0.9592,-89.97923,29.76637,USA
crms0128-crms0128-usa-crms,crms0128,6,5.0734,-89.94798,29.8317,USA
crms0129-crms0129-usa-crms,crms0129,19,0.9495,-89.60422,29.46879,USA
crms0131-crms0131-usa-crms,crms0131,19,0.9247,-89.88552,29.69252,USA
crms0132-crms0132-usa-crms,crms0132,19,0.9247,-89.88548,29.66476,USA
crms0135-crms0135-usa-crms,crms0135,20,0.9389,-89.76048,29.68654,USA
crms0136-crms0136-usa-crms,crms0136,20,0.9301,-89.79173,29.62122,USA
crms0139-crms0139-usa-crms,crms0139,19,0.9434,-89.47922,29.3817,USA
crms0146-crms0146-usa-crms,crms0146,19,0.9187,-89.72923,29.73008,USA
crms0147-crms0147-usa-crms,crms0147,20,0.9424,-89.60422,29.66476,USA
crms0148-crms0148-usa-crms,crms0148,19,0.9495,-89.69798,29.51235,USA
crms0151-crms0151-usa-crms,crms0151,9,1.5193,-89.13546,29.2075,USA
crms0153-crms0153-usa-crms,crms0153,19,0.9368,-89.13546,29.11315,USA
crms0154-crms0154-usa-crms,crms0154,19,0.9366,-89.19796,29.11315,USA
crms0156-crms0156-usa-crms,crms0156,19,0.9368,-89.16671,29.16394,USA
crms0157-crms0157-usa-crms,crms0157,18,0.9886,-89.22921,29.12766,USA
crms0159-crms0159-usa-crms,crms0159,19,0.9367,-89.19796,29.04056,USA
crms0161-crms0161-usa-crms,crms0161,13,1.3686,-89.16671,29.29459,USA
crms0162-crms0162-usa-crms,crms0162,19,0.9368,-89.13546,29.16395,USA
crms0163-crms0163-usa-crms,crms0163,20,0.946,-89.41672,29.21476,USA
crms0164-crms0164-usa-crms,crms0164,19,0.9399,-90.16994,29.19306,USA
crms0171-crms0171-usa-crms,crms0171,19,0.9409,-89.79605,29.32377,USA
crms0172-crms0172-usa-crms,crms0172,20,0.9483,-89.73433,29.31653,USA
crms0173-crms0173-usa-crms,crms0173,20,0.9484,-89.72993,29.4543,USA
crms0174-crms0174-usa-crms,crms0174,18,1.054,-89.76302,29.3963,USA
crms0175-crms0175-usa-crms,crms0175,13,1.4639,-90.13792,29.2874,USA
crms0176-crms0176-usa-crms,crms0176,19,0.9518,-89.79333,29.41078,USA
crms0178-crms0178-usa-crms,crms0178,20,0.9466,-90.04698,29.28748,USA
crms0179-crms0179-usa-crms,crms0179,19,0.9409,-89.69845,29.39623,USA
crms0181-crms0181-usa-crms,crms0181,15,0.9144,-89.70033,29.33823,USA
crms0184-crms0184-usa-crms,crms0184,8,4.1044,-90.07272,29.8026,USA
crms0185-crms0185-usa-crms,crms0185,5,6.2865,-90.07269,29.79535,USA
crms0188-crms0188-usa-crms,crms0188,7,4.5605,-90.13549,29.79541,USA
crms0189-crms0189-usa-crms,crms0189,6,5.5348,-90.26049,29.80993,USA
crms0190-crms0190-usa-crms,crms0190,18,0.9405,-90.26049,29.52686,USA
crms0192-crms0192-usa-crms,crms0192,18,0.9502,-90.54175,29.85348,USA
crms0194-crms0194-usa-crms,crms0194,18,0.9482,-90.94014,29.99133,USA
crms0197-crms0197-usa-crms,crms0197,18,0.969,-90.94179,29.91151,USA
crms0200-crms0200-usa-crms,crms0200,20,0.9467,-90.97757,29.96965,USA
crms0206-crms0206-usa-crms,crms0206,6,5.4636,-90.66574,29.83895,USA
crms0209-crms0209-usa-crms,crms0209,18,0.9502,-89.79173,29.49057,USA
crms0211-crms0211-usa-crms,crms0211,18,0.9779,-90.47925,29.7809,USA
crms0217-crms0217-usa-crms,crms0217,6,5.5163,-90.87864,29.91875,USA
crms0218-crms0218-usa-crms,crms0218,20,0.9408,-90.69502,29.7736,USA
crms0219-crms0219-usa-crms,crms0219,20,0.9446,-90.32299,29.80267,USA
crms0220-crms0220-usa-crms,crms0220,19,0.991,-90.07299,29.56315,USA
crms0224-crms0224-usa-crms,crms0224,20,0.9429,-89.91673,29.49782,USA
crms0225-crms0225-usa-crms,crms0225,20,0.9446,-90.01048,29.56315,USA
crms0226-crms0226-usa-crms,crms0226,18,0.9638,-89.88548,29.51234,USA
crms0232-crms0232-usa-crms,crms0232,20,0.9466,-90.01048,29.49783,USA
crms0234-crms0234-usa-crms,crms0234,4,2.1328,-90.10404,29.79537,USA
crms0237-crms0237-usa-crms,crms0237,19,0.9439,-89.94798,29.47605,USA
crms0241-crms0241-usa-crms,crms0241,20,0.9437,-90.50994,29.71556,USA
crms0248-crms0248-usa-crms,crms0248,20,0.9424,-90.07299,29.59944,USA
crms0251-crms0251-usa-crms,crms0251,19,0.9258,-90.01048,29.5196,USA
crms0253-crms0253-usa-crms,crms0253,19,0.9355,-90.07299,29.55589,USA
crms0258-crms0258-usa-crms,crms0258,19,0.944,-89.82298,29.52686,USA
crms0260-crms0260-usa-crms,crms0260,19,0.9241,-89.85423,29.53411,USA
crms0261-crms0261-usa-crms,crms0261,6,5.5557,-90.10424,29.59944,USA
crms0263-crms0263-usa-crms,crms0263,19,0.9298,-89.88548,29.55589,USA
crms0268-crms0268-usa-crms,crms0268,6,5.7544,-90.60425,29.79541,USA
crms0272-crms0272-usa-crms,crms0272,18,0.9511,-89.69798,29.41799,USA
crms0273-crms0273-usa-crms,crms0273,6,5.2477,-90.32299,29.81718,USA
crms0276-crms0276-usa-crms,crms0276,17,1.0089,-89.94798,29.62121,USA
crms0278-crms0278-usa-crms,crms0278,6,4.9555,-90.22924,29.80993,USA
crms0282-crms0282-usa-crms,crms0282,4,8.0703,-89.76048,29.49783,USA
crms0287-crms0287-usa-crms,crms0287,20,0.9493,-90.01048,29.68654,USA
crms0290-crms0290-usa-crms,crms0290,20,0.9496,-91.04176,29.4833,USA
crms0292-crms0292-usa-crms,crms0292,8,4.1907,-90.22924,29.14218,USA
crms0293-crms0293-usa-crms,crms0293,7,4.8878,-91.19802,29.24379,USA
crms0294-crms0294-usa-crms,crms0294,20,0.9613,-90.94801,29.41798,USA
crms0296-crms0296-usa-crms,crms0296,18,0.9674,-90.91676,29.41798,USA
crms0400-crms0400-usa-crms,crms0400,6,5.0137,-90.5105,29.49057,USA
crms0403-crms0403-usa-crms,crms0403,7,4.4434,-91.1331,29.76638,USA
crms0409-crms0409-usa-crms,crms0409,18,0.9703,-90.91676,29.47605,USA
crms0411-crms0411-usa-crms,crms0411,19,0.9942,-90.94801,29.49782,USA
crms0414-crms0414-usa-crms,crms0414,20,0.9452,-90.94609,29.70104,USA
crms0416-crms0416-usa-crms,crms0416,20,0.9623,-90.47925,29.47605,USA
crms0421-crms0421-usa-crms,crms0421,20,0.9207,-90.82439,29.17122,USA
crms0434-crms0434-usa-crms,crms0434,9,3.2596,-90.72926,29.32363,USA
crms0461-crms0461-usa-crms,crms0461,5,5.8699,-91.32302,29.58492,USA
crms0463-crms0463-usa-crms,crms0463,12,2.4132,-91.32302,29.49057,USA
crms0464-crms0464-usa-crms,crms0464,16,1.0688,-91.38552,29.5196,USA
crms0465-crms0465-usa-crms,crms0465,19,0.9455,-91.38552,29.54137,USA
crms0479-crms0479-usa-crms,crms0479,20,0.9223,-91.44803,29.52686,USA
crms0482-crms0482-usa-crms,crms0482,20,0.9367,-91.35427,29.58492,USA
crms0484-crms0484-usa-crms,crms0484,19,0.9436,-91.44803,29.49056,USA
crms0488-crms0488-usa-crms,crms0488,19,0.9185,-91.54178,29.70831,USA
crms0489-crms0489-usa-crms,crms0489,20,0.9222,-91.54178,29.59944,USA
crms0490-crms0490-usa-crms,crms0490,18,0.9482,-91.51053,29.67928,USA
crms0493-crms0493-usa-crms,crms0493,14,0.8832,-91.76053,29.75186,USA
crms0494-crms0494-usa-crms,crms0494,19,0.9446,-91.79178,29.7446,USA
crms0496-crms0496-usa-crms,crms0496,18,0.9557,-91.544,29.6319,USA
crms0498-crms0498-usa-crms,crms0498,19,0.9448,-91.85429,29.49783,USA
crms0499-crms0499-usa-crms,crms0499,18,0.9482,-91.85429,29.57041,USA
crms0501-crms0501-usa-crms,crms0501,17,1.004,-92.26054,29.63573,USA
crms0504-crms0504-usa-crms,crms0504,18,0.9542,-91.88554,29.53412,USA
crms0507-crms0507-usa-crms,crms0507,20,0.937,-92.22929,29.58492,USA
crms0508-crms0508-usa-crms,crms0508,20,0.9143,-92.22929,29.64299,USA
crms0511-crms0511-usa-crms,crms0511,20,0.9371,-91.97929,29.88976,USA
crms0513-crms0513-usa-crms,crms0513,19,0.9465,-91.60407,29.79541,USA
crms0514-crms0514-usa-crms,crms0514,19,0.9449,-91.82304,29.85347,USA
crms0517-crms0517-usa-crms,crms0517,19,0.9143,-91.57303,29.64299,USA
crms0520-crms0520-usa-crms,crms0520,18,0.9406,-91.88554,29.58492,USA
crms0522-crms0522-usa-crms,crms0522,19,0.9154,-91.82304,29.49782,USA
crms0523-crms0523-usa-crms,crms0523,19,0.9116,-91.82304,29.57767,USA
crms0524-crms0524-usa-crms,crms0524,19,0.9448,-91.82304,29.54863,USA
crms0527-crms0527-usa-crms,crms0527,19,0.9067,-91.85429,29.70831,USA
crms0528-crms0528-usa-crms,crms0528,19,0.9451,-91.91679,29.82444,USA
crms0529-crms0529-usa-crms,crms0529,18,0.949,-91.91679,29.59944,USA
crms0530-crms0530-usa-crms,crms0530,18,0.9558,-92.01054,29.57767,USA
crms0531-crms0531-usa-crms,crms0531,18,0.9403,-91.94804,29.85347,USA
crms0532-crms0532-usa-crms,crms0532,13,1.8524,-91.94804,29.82444,USA
crms0535-crms0535-usa-crms,crms0535,20,0.9357,-92.16679,29.64299,USA
crms0536-crms0536-usa-crms,crms0536,20,0.9156,-92.26054,29.58492,USA
crms0541-crms0541-usa-crms,crms0541,19,0.9135,-92.04112,29.61621,USA
crms0542-crms0542-usa-crms,crms0542,19,0.91,-91.63553,29.80266,USA
crms0543-crms0543-usa-crms,crms0543,20,0.9348,-91.63553,29.75186,USA
crms0544-crms0544-usa-crms,crms0544,19,0.9099,-91.57303,29.68654,USA
crms0545-crms0545-usa-crms,crms0545,19,0.9153,-91.60428,29.71557,USA
crms0547-crms0547-usa-crms,crms0547,19,0.9132,-91.69803,29.83895,USA
crms0549-crms0549-usa-crms,crms0549,19,0.956,-91.85429,29.8317,USA
crms0550-crms0550-usa-crms,crms0550,19,0.934,-91.69803,29.76637,USA
crms0551-crms0551-usa-crms,crms0551,18,0.9647,-91.54178,29.70105,USA
crms0552-crms0552-usa-crms,crms0552,18,0.9662,-92.13554,29.79541,USA
crms0553-crms0553-usa-crms,crms0553,18,0.9565,-93.01057,29.84623,USA
crms0554-crms0554-usa-crms,crms0554,19,0.8955,-92.6668,29.83171,USA
crms0556-crms0556-usa-crms,crms0556,18,0.9564,-92.79181,29.91155,USA
crms0557-crms0557-usa-crms,crms0557,18,0.9564,-92.66681,29.94058,USA
crms0560-crms0560-usa-crms,crms0560,16,1.0898,-92.5418,29.85348,USA
crms0562-crms0562-usa-crms,crms0562,18,0.9545,-92.76056,29.76639,USA
crms0565-crms0565-usa-crms,crms0565,18,0.9581,-92.44805,29.79541,USA
crms0567-crms0567-usa-crms,crms0567,18,0.9543,-92.44805,29.90428,USA
crms0568-crms0568-usa-crms,crms0568,19,0.9357,-92.4168,29.78815,USA
crms0570-crms0570-usa-crms,crms0570,19,0.9292,-92.38555,29.80267,USA
crms0571-crms0571-usa-crms,crms0571,18,0.9549,-92.29179,29.70831,USA
crms0572-crms0572-usa-crms,crms0572,18,0.9484,-92.29179,29.78815,USA
crms0574-crms0574-usa-crms,crms0574,20,0.9378,-92.63555,29.79542,USA
crms0575-crms0575-usa-crms,crms0575,19,0.9246,-92.94807,29.94058,USA
crms0576-crms0576-usa-crms,crms0576,20,0.9203,-92.4793,29.59219,USA
crms0580-crms0580-usa-crms,crms0580,19,0.9142,-92.32305,29.6067,USA
crms0581-crms0581-usa-crms,crms0581,19,0.9607,-92.72931,29.66477,USA
crms0583-crms0583-usa-crms,crms0583,7,1.4743,-92.91681,29.83896,USA
crms0584-crms0584-usa-crms,crms0584,19,0.9849,-92.85431,29.79542,USA
crms0587-crms0587-usa-crms,crms0587,18,0.9525,-92.91681,29.79542,USA
crms0588-crms0588-usa-crms,crms0588,19,0.9513,-92.82306,29.77364,USA
crms0589-crms0589-usa-crms,crms0589,20,0.9159,-92.82306,29.66477,USA
crms0590-crms0590-usa-crms,crms0590,19,0.9128,-92.82306,29.93332,USA
crms0593-crms0593-usa-crms,crms0593,19,0.9367,-92.76056,29.99139,USA
crms0595-crms0595-usa-crms,crms0595,19,0.9368,-92.63555,29.85348,USA
crms0599-crms0599-usa-crms,crms0599,20,0.9559,-92.66681,29.6067,USA
crms0600-crms0600-usa-crms,crms0600,20,0.9377,-92.54181,29.57767,USA
crms0603-crms0603-usa-crms,crms0603,14,1.2233,-92.76056,29.80268,USA
crms0604-crms0604-usa-crms,crms0604,20,0.9376,-92.76056,29.75912,USA
crms0605-crms0605-usa-crms,crms0605,19,0.9374,-92.91682,29.86074,USA
crms0608-crms0608-usa-crms,crms0608,18,1.0193,-92.6668,29.67203,USA
crms0609-crms0609-usa-crms,crms0609,20,0.9424,-92.6043,29.63574,USA
crms0610-crms0610-usa-crms,crms0610,20,0.9425,-92.63555,29.6067,USA
crms0614-crms0614-usa-crms,crms0614,18,0.9602,-92.88556,29.73736,USA
crms0615-crms0615-usa-crms,crms0615,19,0.9207,-92.82306,29.67929,USA
crms0616-crms0616-usa-crms,crms0616,18,0.9508,-92.26054,29.73009,USA
crms0618-crms0618-usa-crms,crms0618,20,0.9242,-92.26054,29.73735,USA
crms0619-crms0619-usa-crms,crms0619,19,1.0157,-92.26054,29.68654,USA
crms0622-crms0622-usa-crms,crms0622,20,0.9208,-92.97931,29.80993,USA
crms0623-crms0623-usa-crms,crms0623,19,0.9269,-92.51055,29.63573,USA
crms0624-crms0624-usa-crms,crms0624,19,0.9269,-92.88556,29.86074,USA
crms0626-crms0626-usa-crms,crms0626,19,0.9372,-92.6043,29.6938,USA
crms0630-crms0630-usa-crms,crms0630,20,0.9417,-92.79182,29.78626,USA
crms0632-crms0632-usa-crms,crms0632,19,0.9519,-92.38555,29.57041,USA
crms0633-crms0633-usa-crms,crms0633,20,0.9413,-92.32304,29.56315,USA
crms0635-crms0635-usa-crms,crms0635,19,0.9521,-93.47932,29.91881,USA
crms0638-crms0638-usa-crms,crms0638,19,0.9309,-93.51057,29.868,USA
crms0639-crms0639-usa-crms,crms0639,19,0.9309,-93.47932,29.88977,USA
crms0641-crms0641-usa-crms,crms0641,19,0.9478,-93.51057,29.89703,USA
crms0642-crms0642-usa-crms,crms0642,19,0.9176,-93.47932,29.868,USA
crms0644-crms0644-usa-crms,crms0644,19,0.911,-93.29182,29.83171,USA
crms0645-crms0645-usa-crms,crms0645,17,1.1121,-93.19807,29.84623,USA
crms0647-crms0647-usa-crms,crms0647,19,0.926,-93.47932,29.84623,USA
crms0648-crms0648-usa-crms,crms0648,19,0.9035,-93.16682,29.83897,USA
crms0650-crms0650-usa-crms,crms0650,18,0.9431,-93.13557,29.91881,USA
crms0651-crms0651-usa-crms,crms0651,20,0.9464,-93.51057,29.96236,USA
crms0655-crms0655-usa-crms,crms0655,19,0.9099,-93.41682,29.79542,USA
crms0656-crms0656-usa-crms,crms0656,18,0.9525,-93.26057,30.02042,USA
crms0658-crms0658-usa-crms,crms0658,18,0.9534,-93.60432,30.05671,USA
crms0660-crms0660-usa-crms,crms0660,19,0.914,-93.66682,29.91881,USA
crms0661-crms0661-usa-crms,crms0661,17,1.1213,-93.63557,29.84623,USA
crms0662-crms0662-usa-crms,crms0662,20,0.9481,-93.69808,30.03494,USA
crms0663-crms0663-usa-crms,crms0663,19,0.9456,-93.69808,30.01316,USA
crms0665-crms0665-usa-crms,crms0665,19,0.929,-93.69807,29.96236,USA
crms0669-crms0669-usa-crms,crms0669,19,0.9099,-93.72932,29.88251,USA
crms0672-crms0672-usa-crms,crms0672,19,0.9476,-93.41682,29.83171,USA
crms0677-crms0677-usa-crms,crms0677,17,1.0209,-93.54182,29.85349,USA
crms0680-crms0680-usa-crms,crms0680,20,0.9537,-93.51057,29.77365,USA
crms0682-crms0682-usa-crms,crms0682,19,0.9262,-93.57307,29.82445,USA
crms0683-crms0683-usa-crms,crms0683,19,0.9083,-93.66682,29.88977,USA
crms0684-crms0684-usa-crms,crms0684,19,0.9424,-93.82308,29.81719,USA
crms0685-crms0685-usa-crms,crms0685,20,0.9479,-93.38557,29.88977,USA
crms0687-crms0687-usa-crms,crms0687,18,0.9383,-93.35432,29.94058,USA
crms0691-crms0691-usa-crms,crms0691,20,0.9466,-93.10432,29.96235,USA
crms0693-crms0693-usa-crms,crms0693,18,0.9524,-93.63557,29.89703,USA
crms0694-crms0694-usa-crms,crms0694,19,0.9233,-93.54182,29.88251,USA
crms0697-crms0697-usa-crms,crms0697,18,0.9572,-93.66698,30.06418,USA
crms0978-crms0978-usa-crms,crms0978,18,0.947,-90.29251,29.32365,USA
crms1024-crms1024-usa-crms,crms1024,19,0.9104,-89.37876,29.87473,USA
crms1069-crms1069-usa-crms,crms1069,18,0.9566,-89.21826,30.0485,USA
crms1100-crms1100-usa-crms,crms1100,19,0.9217,-92.44805,29.65751,USA
crms1130-crms1130-usa-crms,crms1130,18,0.9568,-92.38555,29.70106,USA
crms1205-crms1205-usa-crms,crms1205,19,0.99,-93.57307,29.87526,USA
crms1277-crms1277-usa-crms,crms1277,17,1.0145,-92.4793,29.82445,USA
crms1409-crms1409-usa-crms,crms1409,19,0.9116,-93.01057,29.868,USA
crms1413-crms1413-usa-crms,crms1413,18,0.9622,-93.01057,29.89703,USA
crms1446-crms1446-usa-crms,crms1446,19,0.9201,-92.82306,29.92606,USA
crms1650-crms1650-usa-crms,crms1650,19,0.9447,-92.04179,29.80992,USA
crms1738-crms1738-usa-crms,crms1738,16,0.9337,-93.22932,29.85349,USA
crms1743-crms1743-usa-crms,crms1743,18,0.9298,-93.22932,29.88978,USA
crms1838-crms1838-usa-crms,crms1838,17,1.018,-93.69807,29.7809,USA
crms1858-crms1858-usa-crms,crms1858,18,1.0637,-93.51057,29.83897,USA
crms1965-crms1965-usa-crms,crms1965,18,0.9558,-92.4793,29.63573,USA
crms2041-crms2041-usa-crms,crms2041,19,0.9536,-92.16679,29.76638,USA
crms2154-crms2154-usa-crms,crms2154,17,0.9171,-93.69807,29.84623,USA
crms2156-crms2156-usa-crms,crms2156,20,0.9413,-93.69807,29.87526,USA
crms2166-crms2166-usa-crms,crms2166,18,0.9715,-93.69808,29.98413,USA
crms2189-crms2189-usa-crms,crms2189,18,0.9172,-93.76058,29.92606,USA
crms2219-crms2219-usa-crms,crms2219,19,0.9455,-93.60432,29.76639,USA
crms2334-crms2334-usa-crms,crms2334,17,0.9267,-93.51057,29.88252,USA
crms2418-crms2418-usa-crms,crms2418,19,0.9369,-93.16682,29.87526,USA
crms2493-crms2493-usa-crms,crms2493,18,0.9513,-92.88556,29.82445,USA
crms2568-crms2568-usa-crms,crms2568,18,0.9513,-91.35427,29.56315,USA
crms2608-crms2608-usa-crms,crms2608,6,5.3415,-89.31328,29.22983,USA
crms2614-crms2614-usa-crms,crms2614,18,0.9525,-89.32296,29.33814,USA
crms2627-crms2627-usa-crms,crms2627,18,0.9567,-89.18735,29.2287,USA
crms2634-crms2634-usa-crms,crms2634,19,0.9231,-89.26046,29.22927,USA
crms2785-crms2785-usa-crms,crms2785,6,5.0234,-91.04176,29.50508,USA
crms2825-crms2825-usa-crms,crms2825,5,6.3394,-90.448,29.49783,USA
crms2830-crms2830-usa-crms,crms2830,9,3.4798,-90.34074,30.03624,USA
crms2854-crms2854-usa-crms,crms2854,6,5.3001,-89.97923,30.30348,USA
crms2862-crms2862-usa-crms,crms2862,7,4.2618,-91.07301,29.54863,USA
crms2881-crms2881-usa-crms,crms2881,19,0.91,-91.01051,29.47605,USA
crms2887-crms2887-usa-crms,crms2887,18,0.9408,-90.91676,29.5196,USA
crms2939-crms2939-usa-crms,crms2939,6,4.9629,-90.573,29.59944,USA
crms2991-crms2991-usa-crms,crms2991,8,3.3681,-90.448,29.63573,USA
crms3054-crms3054-usa-crms,crms3054,19,0.9068,-90.35425,29.72283,USA
crms3136-crms3136-usa-crms,crms3136,20,0.9971,-90.63551,29.94783,USA
crms3166-crms3166-usa-crms,crms3166,18,0.938,-90.28868,29.8585,USA
crms3169-crms3169-usa-crms,crms3169,19,0.9304,-90.27227,29.88891,USA
crms3296-crms3296-usa-crms,crms3296,19,0.9273,-90.47925,29.38896,USA
crms3565-crms3565-usa-crms,crms3565,19,0.9194,-90.10424,29.49783,USA
crms3590-crms3590-usa-crms,crms3590,19,0.9194,-89.94798,29.48331,USA
crms3601-crms3601-usa-crms,crms3601,19,0.9273,-89.94798,29.57767,USA
crms3617-crms3617-usa-crms,crms3617,19,0.9194,-89.91673,29.54863,USA
crms3626-crms3626-usa-crms,crms3626,19,0.9553,-89.85423,30.10751,USA
crms3639-crms3639-usa-crms,crms3639,18,0.9589,-89.85423,29.90427,USA
crms3641-crms3641-usa-crms,crms3641,18,0.9575,-89.85423,29.91879,USA
crms3650-crms3650-usa-crms,crms3650,18,0.9662,-89.82298,30.0567,USA
crms3664-crms3664-usa-crms,crms3664,18,0.959,-89.82298,29.91153,USA
crms3667-crms3667-usa-crms,crms3667,18,0.947,-89.88548,30.25993,USA
crms3680-crms3680-usa-crms,crms3680,18,0.9612,-89.79173,29.51235,USA
crms3784-crms3784-usa-crms,crms3784,18,0.959,-89.66672,30.15832,USA
crms3800-crms3800-usa-crms,crms3800,18,0.9405,-89.66672,29.83896,USA
crms3913-crms3913-usa-crms,crms3913,19,0.925,-90.47925,30.16557,USA
crms3985-crms3985-usa-crms,crms3985,19,0.9347,-90.14901,29.7175,USA
crms4014-crms4014-usa-crms,crms4014,19,0.9126,-91.32302,29.54863,USA
crms4016-crms4016-usa-crms,crms4016,18,0.9567,-91.38552,29.56315,USA
crms4045-crms4045-usa-crms,crms4045,10,2.7745,-91.01051,29.38169,USA
crms4094-crms4094-usa-crms,crms4094,7,3.987,-90.14679,30.38572,USA
crms4103-crms4103-usa-crms,crms4103,19,0.9213,-90.04173,29.6575,USA
crms4107-crms4107-usa-crms,crms4107,19,0.9213,-89.85423,30.0567,USA
crms4110-crms4110-usa-crms,crms4110,18,0.9512,-89.66672,30.20187,USA
crms4218-crms4218-usa-crms,crms4218,20,0.9501,-90.16674,29.56315,USA
crms4245-crms4245-usa-crms,crms4245,19,0.9375,-90.13549,29.67202,USA
crms4355-crms4355-usa-crms,crms4355,8,0.9441,-89.82298,29.83896,USA
crms4406-crms4406-usa-crms,crms4406,18,0.958,-89.72922,30.20187,USA
crms4407-crms4407-usa-crms,crms4407,18,0.9642,-89.72922,30.22363,USA
crms4448-crms4448-usa-crms,crms4448,19,0.9233,-89.22921,29.21475,USA
crms4455-crms4455-usa-crms,crms4455,19,0.9233,-90.94801,29.2583,USA
crms4529-crms4529-usa-crms,crms4529,19,0.9368,-89.82298,29.46879,USA
crms4548-crms4548-usa-crms,crms4548,20,0.9436,-89.66672,29.86073,USA
crms4551-crms4551-usa-crms,crms4551,18,0.9552,-89.60422,29.85348,USA
crms4557-crms4557-usa-crms,crms4557,18,0.9552,-89.57297,29.82444,USA
crms4572-crms4572-usa-crms,crms4572,18,0.9568,-89.47921,30.0567,USA
crms4596-crms4596-usa-crms,crms4596,18,0.9567,-89.44796,30.0567,USA
crms4626-crms4626-usa-crms,crms4626,20,0.9263,-89.19796,29.33814,USA
crms4690-crms4690-usa-crms,crms4690,17,1.0113,-90.04174,29.49783,USA
crms5003-crms5003-usa-crms,crms5003,17,0.9283,-91.29092,29.62122,USA
crms5035-crms5035-usa-crms,crms5035,18,0.9762,-91.03966,29.62121,USA
crms5116-crms5116-usa-crms,crms5116,19,0.9347,-90.90878,29.96955,USA
crms5167-crms5167-usa-crms,crms5167,18,0.9451,-90.77862,30.14367,USA
crms5255-crms5255-usa-crms,crms5255,17,1.0325,-90.59718,30.19451,USA
crms5267-crms5267-usa-crms,crms5267,17,0.9291,-90.6023,30.29963,USA
crms5373-crms5373-usa-crms,crms5373,18,0.9464,-90.63077,30.10068,USA
crms5414-crms5414-usa-crms,crms5414,19,0.9319,-90.63067,30.15824,USA
crms5452-crms5452-usa-crms,crms5452,18,0.9635,-90.53218,30.36863,USA
crms5536-crms5536-usa-crms,crms5536,18,0.9553,-91.12931,29.96961,USA
crms5672-crms5672-usa-crms,crms5672,18,0.9527,-90.84838,29.86795,USA
crms5770-crms5770-usa-crms,crms5770,18,0.9953,-90.90085,29.7594,USA
crms5845-crms5845-usa-crms,crms5845,19,0.9361,-90.68545,30.18719,USA
crms5858-crms5858-usa-crms,crms5858,19,0.9361,-90.68238,30.31779,USA
crms5992-crms5992-usa-crms,crms5992,19,0.9311,-91.54136,29.77364,USA
crms6008-crms6008-usa-crms,crms6008,18,0.9482,-91.47873,29.62848,USA
crms6038-crms6038-usa-crms,crms6038,17,0.9858,-91.35392,29.6067,USA
crms6042-crms6042-usa-crms,crms6042,17,0.8709,-91.35345,29.63574,USA
crms6088-crms6088-usa-crms,crms6088,17,0.9769,-89.66222,30.3116,USA
crms6090-crms6090-usa-crms,crms6090,17,0.9315,-89.6628,30.32511,USA
crms6209-crms6209-usa-crms,crms6209,19,0.935,-90.25989,30.37605,USA
crms6299-crms6299-usa-crms,crms6299,19,0.9395,-90.35142,30.05059,USA
crms6301-crms6301-usa-crms,crms6301,18,0.9461,-93.40959,29.96036,USA
crms6302-crms6302-usa-crms,crms6302,18,0.9245,-93.42292,30.03997,USA
crms6303-crms6303-usa-crms,crms6303,18,0.9541,-90.19157,29.47261,USA
crms6304-crms6304-usa-crms,crms6304,19,0.9208,-91.27523,29.42376,USA
